港澳台,#genre#
BBC World News,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=bbc-world-news
CNBC,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=cnbc

地区频道,#genre#
上海都市,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=shds
上海新闻,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=shxw
五星体育,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=wxty
劲爆体育,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jbty
广东体育,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdty
第一财经,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=yicai
辽宁体育,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=lnty
天津体育,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tjty
广东珠江,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdzj
河南梨园,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=hnly
辽宁都市,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=lnds
辽宁影视,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=lnys
黑龙江都市,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=hljds
广州综合,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gzzh
广州影视,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gzys
广州竞赛,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gzjs
广东影视,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdys
广东新闻,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdxw
广东民生,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdms
广东少儿,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=gdse

娱乐频道,#genre#
迪士尼频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=disney
Animax 卡通,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=animax-cartoon
DreamWorks 梦工厂动画,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=dreamworks
小尼克频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nick-jr
尼克儿童频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nickelodeon
MOMO 亲子台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=momo-kids
东森幼幼台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=ebc-yoyo
CN卡通,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=cn-cartoon
靖天卡通台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jtkt
靖天育乐台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jtyl
i-Fun 动漫台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=i-fun
ELTV生活英語台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=eltv
Boomerang HD,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=boomerang-hd
靖洋卡通 NiceBingo,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nice-bingo
达文西频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=da-vinci
探索频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=discovery
探索科学频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=discovery-sci
探索亚洲频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=discovery-asia
DMAX,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=dmax
History 频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=history
History-2 频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=history-2
Love Nature,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=love-nature
国家地理 野生频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=natgeo-wild
民视旅游,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=ftv-travel
美食星球频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=food-planet
EYE 旅游台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=eye-travel
ELTA 生活旅游台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=elta-lifetravel
车迷TV,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=motorvision
动物星球频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=animal-planet
TLC 旅游生活頻道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tlc
亚洲旅游台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=asia-travel
Asian Food Network,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=asian-food-network
CI 罪案侦查频道,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=ci
滚动力 rollor,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=rollor
LUXE TV Channel,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=luxe-tv
NHK General,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nhk-g
NHK Education,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nhk-e
日本电视台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=nippon-tv
TBS TV,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tbs-tv
富士电视台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=fujitv
朝日电视台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tv-asahi
东京电视台,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=tv-tokyo
JSPORTS 1,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jsports1
JSPORTS 2,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jsports2
JSPORTS 3,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jsports3
JSPORTS 4,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=jsports4
KBS 1,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-1
KBS 2,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-2
KBS Drama,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-drama
KBS Story,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-story
KBS Life,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-life
KBS Joy,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-joy
KBS Kids,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-kids
KBSWorld,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbsworld
KBS NEWS,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=kbs-news
SBS,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=sbs
SBS Plus,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=sbs-plus
SBS funE,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=sbs-fune
SBS M,https://douyincdn-6mirror-aliyuncs.52520.xyz/histar.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=sbs-m 

4GTV,#genre#
民視,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv155
中視,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv040
華視,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv041
台視,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv066
民視台灣台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv001
民視第一台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv003
民視綜藝台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv004
豬哥亮歌廳秀,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv006
中天新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv009
非凡新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv010
影迷數位電影台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv011
視納華仁紀實頻道,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv013
時尚運動X,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv014
達文西頻道,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv018
八大精彩台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv034
八大綜藝台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv039
公視戲劇,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv042
客家電視台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv043
靖天卡通台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv044
靖洋戲劇台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv045
靖天綜合台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv046
靖天日本台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv047
非凡商業台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv048
采昌影劇台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv049
台視新聞,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv051
華視新聞,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv052
GINX Esports TV,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv053
靖天歡樂台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv054
靖天映畫,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv055
台視財經,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv056
靖洋卡通台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv057
靖天戲劇台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv058
CLASSICA古典樂,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv059
靖天電影台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv061
靖天育樂台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv062
靖天國際台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv063
中視菁采台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv064
靖天資訊台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv065
TVBS精采台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv067
TVBS歡樂台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv068
愛爾達娛樂台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv070
TVBS新聞,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv072
TVBS,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv073
中視新聞,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv074
CATCHPLAY電影台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv076
TRACE Sport Stars,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv077
ARIRANG阿里郎頻道,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv079
中視經典台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv080
TRACE Urban,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv082
Mezzo Live,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv083
國會頻道1台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv084
國會頻道2台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv085
智林體育台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv101
東森購物1台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv102
東森購物2台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv103
第1商業台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv104
中天亞洲台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv109
東森新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv152
東森財經新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=4gtv-4gtv153
VOA美國之音,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv03
民視旅遊台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv07
民視影劇台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv09
半島國際新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv10
民視新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv13
i-Fun動漫台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv15
好消息,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv16
好消息2台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-ftv17
龍華卡通台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn01
龍華電影台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn03
博斯魅力台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn04
博斯高球台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn05
博斯高球二台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn06
博斯運動一台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn07
博斯運動二台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn08
博斯網球台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn09
博斯無限台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn10
龍華日韓台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn11
龍華偶像台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn12
博斯無限二台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn13
寰宇新聞台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn14
寰宇新聞台灣台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn15
亞洲旅遊台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn17
龍華戲劇台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn18
Smart知識台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn19
ELTV生活英語台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn20
龍華經典台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn21
寰宇財經台,https://douyincdn-6mirror-aliyuncs.52520.xyz/4gtv.php?key=fce50d20c5069eb773c70dc18d3b49e3&id=litv-longturn23
